"study_outcome","gender","highest_education","age_band","cluster","intial.weeks..active","mid.weeks..active","late.weeks..active","sum_initial_weeks_clicks","total_students","sum_mid_weeks_clicks","sum_late_weeks_clicks","sum_x","sum_y","sum_all_weeks_clicks","weeks_active","sum_score","initial_weeks_clicks_per_student","mid_weeks_clicks_per_student","late_weeks_clicks_per_student","avg_clicks_per_student","percent_weeks_active","x","y","grade","gender_age_band","xposition","yposition","avg_score","score_bucket","gender_grade","group_id"
"Fail","F","HE Qualification","0-35",1,0,1,1,0,1,76,4,1.19777120264741,0.184826959554242,80,2,76.4,0,76,4,80,66.6666666666667,1.19777120264741,0.184826959554242,"Fail","F - 0-35",21.1977712026474,5.18482695955424,76,"g60","F - g60","bd6a4b"
"Fail","F","HE Qualification","0-35",1,1,0,0,230,7,0,0,16.2137710246107,3.55887436605195,230,7,220.333333333333,33,0,0,33,33.3333333333333,2.31625300351582,0.508410623721707,"Fail","F - 0-35",22.3162530035158,5.50841062372171,31,"l60","F - l60","6c21d8"
"Fail","F","HE Qualification","0-35",1,1,1,0,6139,56,7641,0,100.63529844907,48.4010927211483,13780,112,3440.80238095238,110,136,0,246,66.6666666666667,1.79705890087625,0.864305227163362,"Fail","F - 0-35",21.7970589008763,5.86430522716336,61,"g60","F - g60","f3f9ff"
"Fail","F","HE Qualification","0-35",1,1,1,1,7100,38,25372,4901,48.3561635958787,40.2149632608732,37373,114,2506.19682539683,187,668,129,984,100,1.27253062094418,1.05828850686508,"Fail","F - 0-35",21.2725306209442,6.05828850686508,66,"g60","F - g60","ac1822"
"Fail","F","HE Qualification","0-35",2,1,0,0,461,2,0,0,3.32821645344393,-1.11125114434572,461,2,20,230,0,0,230,33.3333333333333,1.66410822672196,-0.55562557217286,"Fail","F - 0-35",21.664108226722,4.44437442782714,10,"l60","F - l60","6b1ab9"
"Fail","F","HE Qualification","0-35",2,1,1,0,1850,14,2862,0,16.3330840780902,-1.27540124631228,4712,28,748.60119047619,132,204,0,337,66.6666666666667,1.16664886272073,-0.0911000890223056,"Fail","F - 0-35",21.1666488627207,4.90889991097769,53,"l60","F - l60","9af4b6"
"Fail","F","HE Qualification","0-35",2,1,1,1,3165,13,12320,1537,8.81396779289518,-0.00930563724658364,17022,39,594.871794871795,243,948,118,1309,100,0.677997522530398,-0.000715818249737203,"Fail","F - 0-35",20.6779975225304,4.99928418175026,46,"l60","F - l60","7abeaa"
"Fail","F","HE Qualification","0-35",3,1,0,0,106,1,0,0,0.387182472485012,-0.739407229376996,106,1,74,106,0,0,106,33.3333333333333,0.387182472485012,-0.739407229376996,"Fail","F - 0-35",20.387182472485,4.260592770623,74,"g60","F - g60","cbaf42"
"Fail","F","HE Qualification","0-35",3,1,1,0,1226,5,1019,0,1.46602149721104,-3.34240929252974,2245,10,332,245,204,0,449,66.6666666666667,0.293204299442207,-0.668481858505949,"Fail","F - 0-35",20.2932042994422,4.33151814149405,66,"g60","F - g60","69e004"
"Fail","F","HE Qualification","0-35",3,1,1,1,1419,5,4704,2342,-2.93108178044143,-1.19290455278262,8465,15,338.678571428571,284,941,468,1693,100,-0.586216356088285,-0.238580910556523,"Fail","F - 0-35",19.4137836439117,4.76141908944348,68,"g60","F - g60","0040b9"
"Fail","F","HE Qualification","35-55",1,0,1,0,0,1,1,0,2.53255049898415,0.457832738533084,1,1,0,0,1,0,1,33.3333333333333,2.53255049898415,0.457832738533084,"Fail","F - 35-55",22.5325504989842,5.45783273853308,0,"l60","F - l60","d23ee4"
"Fail","F","HE Qualification","35-55",1,0,1,1,0,1,597,77,1.40309071836527,1.65444578194167,674,2,78.5454545454545,0,597,77,674,66.6666666666667,1.40309071836527,1.65444578194167,"Fail","F - 35-55",21.4030907183653,6.65444578194167,79,"g60","F - g60","4ecc1a"
"Fail","F","HE Qualification","35-55",1,1,0,0,909,7,0,0,12.8636950899265,2.71374023580354,909,7,163,130,0,0,130,33.3333333333333,1.83767072713236,0.387677176543363,"Fail","F - 35-55",21.8376707271324,5.38767717654336,23,"l60","F - l60","a2c164"
"Fail","F","HE Qualification","35-55",1,1,0,1,57,1,0,1,1.91112317455687,-0.307700282583784,58,2,0,57,0,1,58,66.6666666666667,1.91112317455687,-0.307700282583784,"Fail","F - 35-55",21.9111231745569,4.69229971741622,0,"l60","F - l60","0d52c6"
"Fail","F","HE Qualification","35-55",1,1,1,0,8072,42,8168,0,62.9361404934954,54.9420469279995,16240,84,2681.04761904762,192,194,0,387,66.6666666666667,1.49847953555942,1.30814397447618,"Fail","F - 35-55",21.4984795355594,6.30814397447618,64,"g60","F - g60","10d49a"
"Fail","F","HE Qualification","35-55",1,1,1,1,4874,23,19680,3100,19.9987686071828,29.8466705254678,27654,69,1535.83452380952,212,856,135,1202,100,0.869511678573167,1.29768132719425,"Fail","F - 35-55",20.8695116785732,6.29768132719425,67,"g60","F - g60","c4824f"
"Fail","F","HE Qualification","35-55",2,0,1,1,0,1,242,4,0.657730433169158,-0.14986016294437,246,2,64,0,242,4,246,66.6666666666667,0.657730433169158,-0.14986016294437,"Fail","F - 35-55",20.6577304331692,4.85013983705563,64,"g60","F - g60","c4b2e8"
"Fail","F","HE Qualification","35-55",2,1,1,0,623,4,1222,0,4.36027844911322,1.38564460481347,1845,8,190.388888888889,156,306,0,461,66.6666666666667,1.09006961227831,0.346411151203368,"Fail","F - 35-55",21.0900696122783,5.34641115120337,48,"l60","F - l60","d55afd"
"Fail","F","HE Qualification","35-55",2,1,1,1,1483,6,4436,455,3.67647727704839,2.44199119698462,6374,18,303.706349206349,247,739,76,1062,100,0.612746212841399,0.40699853283077,"Fail","F - 35-55",20.6127462128414,5.40699853283077,51,"l60","F - l60","90fdcf"
"Fail","F","HE Qualification","35-55",3,1,1,0,6551,7,5903,0,-6.61759534005269,0.531186739947493,12454,14,486.083333333333,936,843,0,1779,66.6666666666667,-0.94537076286467,0.0758838199924989,"Fail","F - 35-55",19.0546292371353,5.0758838199925,69,"g60","F - g60","c9a5c6"
"Fail","F","HE Qualification","35-55",3,1,1,1,2450,2,7229,816,-6.08525929575634,0.978946336975999,10495,6,137.583333333333,1225,3614,408,5248,100,-3.04262964787817,0.489473168488,"Fail","F - 35-55",16.9573703521218,5.489473168488,69,"g60","F - g60","f54047"
"Fail","F","HE Qualification","55<=",1,1,1,1,305,1,437,45,1.29243277645812,1.21131009451014,787,3,32.1428571428571,305,437,45,787,100,1.29243277645812,1.21131009451014,"Fail","F - 55<=",21.2924327764581,6.21131009451014,32,"l60","F - l60","2413c6"
"Fail","F","Lower Than A Level","0-35",1,0,1,0,0,20,640,0,38.8667394107346,5.80712501580823,640,20,1201.04166666667,0,32,0,32,33.3333333333333,1.94333697053673,0.290356250790411,"Fail","F - 0-35",21.9433369705367,5.29035625079041,60,"l60","F - l60","c50e66"
"Fail","F","Lower Than A Level","0-35",1,0,1,1,0,6,1378,339,9.84089177115857,3.09724554894601,1717,12,443.827128427129,0,230,56,286,66.6666666666667,1.64014862852643,0.516207591491002,"Fail","F - 0-35",21.6401486285264,5.516207591491,74,"g60","F - g60","a70d78"
"Fail","F","Lower Than A Level","0-35",1,1,0,0,2643,77,0,0,195.531072046796,18.3272762717766,2643,77,2045.75757575758,34,0,0,34,33.3333333333333,2.53936457203631,0.238016574958138,"Fail","F - 0-35",22.5393645720363,5.23801657495814,27,"l60","F - l60","3d324a"
"Fail","F","Lower Than A Level","0-35",1,1,0,1,16,1,0,1,2.87712855719662,-0.066330034156277,17,2,0,16,0,1,17,66.6666666666667,2.87712855719662,-0.066330034156277,"Fail","F - 0-35",22.8771285571966,4.93366996584372,0,"l60","F - l60","9f0b92"
"Fail","F","Lower Than A Level","0-35",1,1,1,0,42851,375,63341,0,707.157669911525,280.508677100624,106192,750,25404.3413419913,114,169,0,283,66.6666666666667,1.88575378643073,0.748023138934997,"Fail","F - 0-35",21.8857537864307,5.748023138935,68,"g60","F - g60","f86b87"
"Fail","F","Lower Than A Level","0-35",1,1,1,1,22690,150,62151,7319,245.771847215915,113.22284646983,92160,450,10185.9357864358,151,414,49,614,100,1.63847898143943,0.754818976465533,"Fail","F - 0-35",21.6384789814394,5.75481897646553,68,"g60","F - g60","bdfa4a"
"Fail","F","Lower Than A Level","0-35",2,0,0,1,0,1,0,6,2.4542942478566,-0.615315682075432,6,1,0,0,0,6,6,33.3333333333333,2.4542942478566,-0.615315682075432,"Fail","F - 0-35",22.4542942478566,4.38468431792457,0,"l60","F - l60","a9bc77"
"Fail","F","Lower Than A Level","0-35",2,0,1,0,0,16,659,0,25.8973843742621,-18.9204883249143,659,16,342.066666666667,0,41,0,41,33.3333333333333,1.61858652339138,-1.18253052030714,"Fail","F - 0-35",21.6185865233914,3.81746947969286,21,"l60","F - l60","2e19f8"
"Fail","F","Lower Than A Level","0-35",2,0,1,1,0,5,962,152,6.10864842458816,-3.64952777738203,1114,10,256.375,0,192,30,223,66.6666666666667,1.22172968491763,-0.729905555476407,"Fail","F - 0-35",21.2217296849176,4.27009444452359,51,"l60","F - l60","b43f08"
"Fail","F","Lower Than A Level","0-35",2,1,0,0,1728,52,0,0,102.571427344252,-59.9973100689393,1728,52,169,33,0,0,33,33.3333333333333,1.97252744892793,-1.15379442440268,"Fail","F - 0-35",21.9725274489279,3.84620557559732,3,"l60","F - l60","7b24b7"
"Fail","F","Lower Than A Level","0-35",2,1,0,1,9,1,0,1,2.31202424133369,-0.810270810729832,10,2,0,9,0,1,10,66.6666666666667,2.31202424133369,-0.810270810729832,"Fail","F - 0-35",22.3120242413337,4.18972918927017,0,"l60","F - l60","f0386d"
"Fail","F","Lower Than A Level","0-35",2,1,1,0,21638,160,30118,0,211.68180656546,-93.1232977546626,51756,320,7100.29936452437,135,188,0,323,66.6666666666667,1.32301129103412,-0.582020610966641,"Fail","F - 0-35",21.3230112910341,4.41797938903336,44,"l60","F - l60","c84a28"
"Fail","F","Lower Than A Level","0-35",2,1,1,1,27247,112,75712,8663,98.7202674516114,-20.0940565678909,111622,336,6173.21714396714,243,676,77,997,100,0.881430959389387,-0.179411219356169,"Fail","F - 0-35",20.8814309593894,4.82058878064383,55,"l60","F - l60","f038ca"
"Fail","F","Lower Than A Level","0-35",3,1,1,0,4618,10,7254,0,-1.23184162412254,-7.53786033951687,11872,20,722.316666666667,462,725,0,1187,66.6666666666667,-0.123184162412254,-0.753786033951687,"Fail","F - 0-35",19.8768158375877,4.24621396604831,72,"g60","F - g60","e6b8a4"
"Fail","F","Lower Than A Level","0-35",3,1,1,1,8025,12,25581,4565,-16.5982258977947,-4.31905122994783,38171,36,841.980303030303,669,2132,380,3181,100,-1.38318549148289,-0.359920935828986,"Fail","F - 0-35",18.6168145085171,4.64007906417101,70,"g60","F - g60","8354d5"
"Fail","F","Lower Than A Level","35-55",1,0,1,0,0,10,881,0,17.1185689468506,4.89916031832372,881,10,562.97619047619,0,88,0,88,33.3333333333333,1.71185689468506,0.489916031832372,"Fail","F - 35-55",21.7118568946851,5.48991603183237,56,"l60","F - l60","69b538"
"Fail","F","Lower Than A Level","35-55",1,0,1,1,0,4,533,209,7.36296755828185,1.70463883416903,742,8,169.111111111111,0,133,52,186,66.6666666666667,1.84074188957046,0.426159708542257,"Fail","F - 35-55",21.8407418895705,5.42615970854226,42,"l60","F - l60","3edb3f"
"Fail","F","Lower Than A Level","35-55",1,1,0,0,1195,23,0,0,52.0545734135959,13.7044129888975,1195,23,708.333333333333,52,0,0,52,33.3333333333333,2.26324232233025,0.595844042995542,"Fail","F - 35-55",22.2632423223303,5.59584404299554,31,"l60","F - l60","b67614"
"Fail","F","Lower Than A Level","35-55",1,1,1,0,21517,139,25856,0,223.944003626073,138.979764652994,47373,278,9187.6816017316,155,186,0,341,66.6666666666667,1.61110793975592,0.999854421963983,"Fail","F - 35-55",21.6111079397559,5.99985442196398,66,"g60","F - g60","96b778"
"Fail","F","Lower Than A Level","35-55",1,1,1,1,13048,72,46234,5686,92.9833154745131,86.9327239946547,64968,216,5055.29635642136,181,642,79,902,100,1.29143493714602,1.2073989443702,"Fail","F - 35-55",21.291434937146,6.2073989443702,70,"g60","F - g60","0d2382"
"Fail","F","Lower Than A Level","35-55",2,0,1,0,0,8,718,0,9.77018380477299,-4.05507412763028,718,8,344.333333333333,0,90,0,90,33.3333333333333,1.22127297559662,-0.506884265953785,"Fail","F - 35-55",21.2212729755966,4.49311573404621,43,"l60","F - l60","45181a"
"Fail","F","Lower Than A Level","35-55",2,1,0,0,1042,21,0,0,34.6933278510446,-22.5138960310814,1042,21,0,50,0,0,50,33.3333333333333,1.65206323100213,-1.07209028719435,"Fail","F - 35-55",21.6520632310021,3.92790971280565,0,"l60","F - l60","013c46"
"Fail","F","Lower Than A Level","35-55",2,1,0,1,9,1,0,1,1.59736258713789,-1.22847745044872,10,2,0,9,0,1,10,66.6666666666667,1.59736258713789,-1.22847745044872,"Fail","F - 35-55",21.5973625871379,3.77152254955128,0,"l60","F - l60","3d4b2e"
"Fail","F","Lower Than A Level","35-55",2,1,1,0,9129,59,10558,0,67.2409365115485,-19.5417421111492,19687,118,2373.98055555556,155,179,0,334,66.6666666666667,1.13967689002625,-0.33121596798558,"Fail","F - 35-55",21.1396768900262,4.66878403201442,40,"l60","F - l60","11eaa6"
"Fail","F","Lower Than A Level","35-55",2,1,1,1,14144,40,37553,6685,17.7420122085951,15.2720896209935,58382,120,2181.5869047619,354,939,167,1460,100,0.443550305214877,0.381802240524838,"Fail","F - 35-55",20.4435503052149,5.38180224052484,55,"l60","F - l60","1951fd"
"Fail","F","Lower Than A Level","35-55",3,1,0,0,14,1,0,0,1.29284484731978,-1.58131887447318,14,1,0,14,0,0,14,33.3333333333333,1.29284484731978,-1.58131887447318,"Fail","F - 35-55",21.2928448473198,3.41868112552682,0,"l60","F - l60","6f6bb1"
"Fail","F","Lower Than A Level","35-55",3,1,1,0,1304,2,1202,0,-1.00951839865442,-0.675697435123523,2506,4,149.285714285714,652,601,0,1253,66.6666666666667,-0.504759199327209,-0.337848717561761,"Fail","F - 35-55",19.4952408006728,4.66215128243824,75,"g60","F - g60","771d8f"
"Fail","F","Lower Than A Level","35-55",3,1,1,1,3526,5,16748,1976,-10.4556860616514,0.595945102264381,22250,15,340.646464646465,705,3350,395,4450,100,-2.09113721233029,0.119189020452876,"Fail","F - 35-55",17.9088627876697,5.11918902045288,68,"g60","F - g60","7fd8cf"
"Fail","F","Lower Than A Level","55<=",1,1,1,0,70,1,569,0,0.763907277361732,0.856673609579289,639,2,79.1666666666667,70,569,0,639,66.6666666666667,0.763907277361732,0.856673609579289,"Fail","F - 55<=",20.7639072773617,5.85667360957929,79,"g60","F - g60","251e9b"
"Fail","F","Lower Than A Level","55<=",2,0,1,0,0,1,2,0,0.83041339915117,-0.0485962851045578,2,1,60,0,2,0,2,33.3333333333333,0.83041339915117,-0.0485962851045578,"Fail","F - 55<=",20.8304133991512,4.95140371489544,60,"l60","F - l60","a53492"
"Fail","F","No Formal quals","0-35",1,0,1,0,0,3,105,0,5.86382047442814,-0.458300656744048,105,3,35,0,35,0,35,33.3333333333333,1.95460682480938,-0.152766885581349,"Fail","F - 0-35",21.9546068248094,4.84723311441865,12,"l60","F - l60","cb754d"
"Fail","F","No Formal quals","0-35",1,0,1,1,0,1,53,121,1.00738416563009,0.207784942112969,174,2,62,0,53,121,174,66.6666666666667,1.00738416563009,0.207784942112969,"Fail","F - 0-35",21.0073841656301,5.20778494211297,62,"g60","F - g60","17f540"
"Fail","F","No Formal quals","0-35",1,1,0,0,1,1,0,0,1.94885812810251,-0.511850515223385,1,1,0,1,0,0,1,33.3333333333333,1.94885812810251,-0.511850515223385,"Fail","F - 0-35",21.9488581281025,4.48814948477662,0,"l60","F - l60","bd5469"
"Fail","F","No Formal quals","0-35",1,1,1,0,1986,19,3613,0,28.5218486425447,13.697031843731,5599,38,1031.20952380952,105,190,0,295,66.6666666666667,1.50114992855498,0.72089641282795,"Fail","F - 0-35",21.501149928555,5.72089641282795,54,"l60","F - l60","46aa1a"
"Fail","F","No Formal quals","0-35",1,1,1,1,1525,10,7610,1064,8.69957569142429,7.87855954213011,10199,30,625.472222222222,152,761,106,1020,100,0.869957569142429,0.787855954213011,"Fail","F - 0-35",20.8699575691424,5.78785595421301,63,"g60","F - g60","ce09d4"
"Fail","F","No Formal quals","0-35",2,0,1,0,0,1,16,0,1.37001652788339,-1.25226065798226,16,1,0,0,16,0,16,33.3333333333333,1.37001652788339,-1.25226065798226,"Fail","F - 0-35",21.3700165278834,3.74773934201774,0,"l60","F - l60","b3f64a"
"Fail","F","No Formal quals","0-35",2,1,0,0,8,2,0,0,2.37968869262694,-2.0208629033107,8,2,35.5,4,0,0,4,33.3333333333333,1.18984434631347,-1.01043145165535,"Fail","F - 0-35",21.1898443463135,3.98956854834465,18,"l60","F - l60","3f973f"
"Fail","F","No Formal quals","0-35",2,1,1,0,60,2,45,0,1.96786681119609,-0.426459692481401,105,4,108,30,22,0,52,66.6666666666667,0.983933405598045,-0.2132298462407,"Fail","F - 0-35",20.983933405598,4.7867701537593,54,"l60","F - l60","f51473"
"Fail","F","No Formal quals","0-35",3,1,1,1,246,1,1837,2,-0.548607847950248,-0.487646525089946,2085,3,59,246,1837,2,2085,100,-0.548607847950248,-0.487646525089946,"Fail","F - 0-35",19.4513921520498,4.51235347491005,59,"l60","F - l60","d116d1"
"Fail","F","No Formal quals","35-55",1,1,0,0,51,1,0,0,2.26901408540836,0.636661807410453,51,1,0,51,0,0,51,33.3333333333333,2.26901408540836,0.636661807410453,"Fail","F - 35-55",22.2690140854084,5.63666180741045,0,"l60","F - l60","cf2ecc"
"Fail","F","No Formal quals","35-55",1,1,1,0,351,1,257,0,1.02857934355973,1.76110466003394,608,2,74.75,351,257,0,608,66.6666666666667,1.02857934355973,1.76110466003394,"Fail","F - 35-55",21.0285793435597,6.76110466003394,75,"g60","F - g60","52c751"
"Fail","F","No Formal quals","35-55",1,1,1,1,760,3,1487,59,3.5906322506815,4.69591996728465,2306,9,176.555555555556,253,496,20,769,100,1.19687741689383,1.56530665576155,"Fail","F - 35-55",21.1968774168938,6.56530665576155,59,"l60","F - l60","066c2f"
"Fail","F","No Formal quals","35-55",2,1,0,0,404,1,0,0,0.839403355902144,-0.61399825638049,404,1,0,404,0,0,404,33.3333333333333,0.839403355902144,-0.61399825638049,"Fail","F - 35-55",20.8394033559021,4.38600174361951,0,"l60","F - l60","0ec733"
"Fail","F","Post Graduate Qualification","0-35",1,1,1,0,210,1,196,0,1.22010899435714,1.26906232218947,406,2,88.25,210,196,0,406,66.6666666666667,1.22010899435714,1.26906232218947,"Fail","F - 0-35",21.2201089943571,6.26906232218947,88,"g60","F - g60","a2e867"
"Fail","F","Post Graduate Qualification","0-35",3,1,1,0,143,1,127,0,0.215461508603217,-0.661578090816816,270,2,71.6666666666667,143,127,0,270,66.6666666666667,0.215461508603217,-0.661578090816816,"Fail","F - 0-35",20.2154615086032,4.33842190918318,72,"g60","F - g60","455b8f"
"Fail","F","Post Graduate Qualification","35-55",1,1,1,0,682,3,1527,0,2.41371613170522,3.94553660493581,2209,6,242.4,227,509,0,736,66.6666666666667,0.804572043901742,1.31517886831194,"Fail","F - 35-55",20.8045720439017,6.31517886831194,81,"g60","F - g60","c10f29"
"Fail","F","Post Graduate Qualification","35-55",1,1,1,1,153,1,423,114,0.925125462736965,1.66268994699759,690,3,85.3333333333333,153,423,114,690,100,0.925125462736965,1.66268994699759,"Fail","F - 35-55",20.925125462737,6.66268994699759,85,"g60","F - g60","c22f46"
"Fail","F","Post Graduate Qualification","35-55",2,1,1,0,267,2,238,0,1.43642140265987,0.661536809389486,505,4,127.75,134,119,0,252,66.6666666666667,0.718210701329935,0.330768404694743,"Fail","F - 35-55",20.7182107013299,5.33076840469474,64,"g60","F - g60","9e1641"
"Fail","F","Post Graduate Qualification","35-55",3,1,1,0,647,2,986,0,-0.84706151134842,-0.143084590349219,1633,4,163.8,324,493,0,816,66.6666666666667,-0.42353075567421,-0.0715422951746093,"Fail","F - 35-55",19.5764692443258,4.92845770482539,82,"g60","F - g60","200ae9"
"Fail","M","A Level or Equivalent","0-35",1,0,1,0,0,4,155,0,5.38012692909197,-1.12668006132516,155,4,293.194444444444,0,39,0,39,33.3333333333333,1.34503173227299,-0.281670015331289,"Fail","M - 0-35",21.345031732273,4.71832998466871,73,"g60","M - g60","aaf728"
"Fail","M","A Level or Equivalent","0-35",1,1,0,0,80,4,0,0,7.27383456687458,-1.83330204652561,80,4,171,20,0,0,20,33.3333333333333,1.81845864171865,-0.458325511631404,"Fail","M - 0-35",21.8184586417186,4.5416744883686,43,"l60","M - l60","d81621"
"Fail","M","A Level or Equivalent","0-35",1,1,1,0,4380,37,5902,0,47.4740985090003,-11.6133344696394,10282,74,2365.54076479076,118,160,0,278,66.6666666666667,1.28308374348649,-0.31387390458485,"Fail","M - 0-35",21.2830837434865,4.68612609541515,64,"g60","M - g60","26d6af"
"Fail","M","A Level or Equivalent","0-35",1,1,1,1,2574,20,6286,823,24.6551978787226,-1.92244789020997,9683,60,1327.79902597403,129,314,41,484,100,1.23275989393613,-0.0961223945104987,"Fail","M - 0-35",21.2327598939361,4.9038776054895,66,"g60","M - g60","c5f480"
"Fail","M","A Level or Equivalent","0-35",2,0,1,0,0,1,1,0,1.56883066619758,-1.98520453100133,1,1,0,0,1,0,1,33.3333333333333,1.56883066619758,-1.98520453100133,"Fail","M - 0-35",21.5688306661976,3.01479546899867,0,"l60","M - l60","5ac9b5"
"Fail","M","A Level or Equivalent","0-35",2,0,1,1,0,1,9,1,0.966860091266036,-1.18198576904407,10,2,58.5,0,9,1,10,66.6666666666667,0.966860091266036,-1.18198576904407,"Fail","M - 0-35",20.966860091266,3.81801423095593,58,"l60","M - l60","e5e2f4"
"Fail","M","A Level or Equivalent","0-35",2,1,0,0,796,24,0,0,34.082502861506,-45.1569751905172,796,24,212,33,0,0,33,33.3333333333333,1.42010428589608,-1.88154063293822,"Fail","M - 0-35",21.4201042858961,3.11845936706178,9,"l60","M - l60","e96e6f"
"Fail","M","A Level or Equivalent","0-35",2,1,1,0,12630,99,16230,0,85.6638146575546,-129.342181303772,28860,198,4598.12308802309,128,164,0,292,66.6666666666667,0.865291057147016,-1.30648667983608,"Fail","M - 0-35",20.865291057147,3.69351332016392,46,"l60","M - l60","5a2a65"
"Fail","M","A Level or Equivalent","0-35",2,1,1,1,13556,80,38134,3558,46.67585410898,-91.7475955093459,55248,240,4169.80822510823,169,477,44,691,100,0.58344817636225,-1.14684494386682,"Fail","M - 0-35",20.5834481763622,3.85315505613318,52,"l60","M - l60","deb0d8"
"Fail","M","A Level or Equivalent","0-35",3,0,1,0,0,10,1565,0,4.69917708151078,-21.5796741924774,1565,10,428.166666666667,0,156,0,156,33.3333333333333,0.469917708151078,-2.15796741924774,"Fail","M - 0-35",20.4699177081511,2.84203258075226,43,"l60","M - l60","7e44fd"
"Fail","M","A Level or Equivalent","0-35",3,0,1,1,0,2,309,802,-0.847408845067044,-3.86957425700636,1111,4,127.428571428572,0,154,401,556,66.6666666666667,-0.423704422533522,-1.93478712850318,"Fail","M - 0-35",19.5762955774665,3.06521287149682,64,"g60","M - g60","3b2d3b"
"Fail","M","A Level or Equivalent","0-35",3,1,0,0,4644,55,0,0,38.2086944794214,-131.668670456454,4644,55,1154,84,0,0,84,33.3333333333333,0.69470353598948,-2.39397582648098,"Fail","M - 0-35",20.6947035359895,2.60602417351902,21,"l60","M - l60","12bf9a"
"Fail","M","A Level or Equivalent","0-35",3,1,0,1,15,1,0,1,0.837970619663374,-2.91862543040879,16,2,0,15,0,1,16,66.6666666666667,0.837970619663374,-2.91862543040879,"Fail","M - 0-35",20.8379706196634,2.08137456959121,0,"l60","M - l60","8904ca"
"Fail","M","A Level or Equivalent","0-35",3,1,1,0,96552,430,109385,0,-20.1768252136642,-775.948332813277,205937,860,27112.6119408369,225,254,0,479,66.6666666666667,-0.0469228493341028,-1.8045310065425,"Fail","M - 0-35",19.9530771506659,3.1954689934575,63,"g60","M - g60","91aaff"
"Fail","M","A Level or Equivalent","0-35",3,1,1,1,70434,229,203732,62800,-164.680595979321,-349.816652738805,336966,687,14514.1380952381,308,890,274,1471,100,-0.719129240084373,-1.52758363641399,"Fail","M - 0-35",19.2808707599156,3.47241636358601,63,"g60","M - g60","fd12ee"
"Fail","M","A Level or Equivalent","35-55",1,0,1,0,0,3,117,0,5.55260122383262,-1.0489457010206,117,3,73,0,39,0,39,33.3333333333333,1.85086707461087,-0.349648567006867,"Fail","M - 35-55",21.8508670746109,4.65035143299313,24,"l60","M - l60","04cfa4"
"Fail","M","A Level or Equivalent","35-55",1,1,0,0,197,3,0,0,5.40972484269698,-2.99622104205198,197,3,0,66,0,0,66,33.3333333333333,1.80324161423233,-0.998740347350659,"Fail","M - 35-55",21.8032416142323,4.00125965264934,0,"l60","M - l60","dcd23a"
"Fail","M","A Level or Equivalent","35-55",1,1,1,0,1163,11,2124,0,14.5090449335403,0.888904903642869,3287,22,606.1,106,193,0,299,66.6666666666667,1.3190040848673,0.0808095366948063,"Fail","M - 35-55",21.3190040848673,5.08080953669481,55,"l60","M - l60","6c10e4"
"Fail","M","A Level or Equivalent","35-55",1,1,1,1,1346,11,3427,229,12.6523904399133,2.7188392764322,5002,33,701.307575757576,122,312,21,455,100,1.15021731271939,0.247167206948381,"Fail","M - 35-55",21.1502173127194,5.24716720694838,64,"g60","M - g60","391957"
"Fail","M","A Level or Equivalent","35-55",2,0,1,0,0,2,43,0,2.37854931226705,-3.82852244733043,43,2,0,0,22,0,22,33.3333333333333,1.18927465613352,-1.91426122366522,"Fail","M - 35-55",21.1892746561335,3.08573877633478,0,"l60","M - l60","499c4e"
"Fail","M","A Level or Equivalent","35-55",2,1,0,0,425,4,0,0,4.60329199937042,-5.39475519402761,425,4,60,106,0,0,106,33.3333333333333,1.15082299984261,-1.3486887985069,"Fail","M - 35-55",21.1508229998426,3.6513112014931,15,"l60","M - l60","6db388"
"Fail","M","A Level or Equivalent","35-55",2,1,1,0,3561,17,3910,0,9.11543221377188,-13.8297416500179,7471,34,883.426190476191,209,230,0,439,66.6666666666667,0.536201894927758,-0.813514214706935,"Fail","M - 35-55",20.5362018949278,4.18648578529307,52,"l60","M - l60","7b260a"
"Fail","M","A Level or Equivalent","35-55",2,1,1,1,4786,18,17036,1501,2.21231267870546,-12.5172042451966,23323,54,877.938852813853,266,946,83,1296,100,0.122906259928081,-0.695400235844256,"Fail","M - 35-55",20.1229062599281,4.30459976415574,49,"l60","M - l60","a624eb"
"Fail","M","A Level or Equivalent","35-55",3,0,1,0,0,4,862,0,1.48182879305044,-7.713525352414,862,4,133.666666666667,0,216,0,216,33.3333333333333,0.370457198262609,-1.9283813381035,"Fail","M - 35-55",20.3704571982626,3.0716186618965,33,"l60","M - l60","2f1c14"
"Fail","M","A Level or Equivalent","35-55",3,0,1,1,0,2,292,11,0.471754968862927,-2.88859348721899,303,4,117.242424242424,0,146,6,152,66.6666666666667,0.235877484431464,-1.44429674360949,"Fail","M - 35-55",20.2358774844315,3.55570325639051,59,"l60","M - l60","d63e56"
"Fail","M","A Level or Equivalent","35-55",3,1,0,0,2127,17,0,0,8.67042885310735,-37.6199811042166,2127,17,216,125,0,0,125,33.3333333333333,0.510025226653373,-2.21294006495392,"Fail","M - 35-55",20.5100252266534,2.78705993504608,13,"l60","M - l60","97c892"
"Fail","M","A Level or Equivalent","35-55",3,1,1,0,26528,82,30462,0,-35.4617295380604,-110.536976748216,56990,164,5548.21587301587,324,371,0,695,66.6666666666667,-0.43246011631781,-1.34801191156361,"Fail","M - 35-55",19.5675398836822,3.65198808843639,68,"g60","M - g60","746970"
